Complaint ID,Dataset ID,Case type,Actual/Expected category,GenAI category,Python category,GenAI dept,Python dept,GenAI urgency,Python urgency,GenAI escalation,Python escalation,Policy reference,Match/Mismatch,Verification status,Explanation of disagreement
CMP-00314,DS-0314,low_priority,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),low,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-121.
CMP-00315,DS-0315,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-170, escalation rules ESC-SEC-01."
CMP-00316,DS-0316,prompt_injection,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-010, escalation rules ESC-SEC-01, ESC-SEC-02."
CMP-00317,DS-0317,multi_issue,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-02."
CMP-00318,DS-0318,incomplete,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00319,DS-0319,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),low,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-137.
CMP-00320,DS-0320,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00321,DS-0321,contradictory_policy,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012.
CMP-00322,DS-0322,low_value_privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-165, escalation rules ESC-PRI-02."
CMP-00323,DS-0323,emotional,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00324,DS-0324,legal_threat,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),true,DEL-POL-04,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-002, escalation rules ESC-LEG-01."
CMP-00325,DS-0325,calm_critical,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-02."
CMP-00326,DS-0326,contradictory_policy,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-200.
CMP-00327,DS-0327,incomplete,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00328,DS-0328,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00329,DS-0329,repeated,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123, escalation rules ESC-REP-01, repeat of CMP-00247, CMP-00294."
CMP-00330,DS-0330,simple,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,CAN-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-014.
CMP-00331,DS-0331,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-021.
CMP-00332,DS-0332,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-020.
CMP-00333,DS-0333,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-172, escalation rules ESC-SEC-01, ESC-SEC-02."
CMP-00334,DS-0334,unsupported_refund,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,CAN-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-014.
CMP-00335,DS-0335,prompt_injection,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-016.
CMP-00336,DS-0336,contradictory_policy,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-200.
CMP-00337,DS-0337,low_priority,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),low,not run (no provider credit),false,SLA-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-015.
CMP-00338,DS-0338,simple,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),low,not run (no provider credit),false,SLA-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-015.
CMP-00339,DS-0339,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-020.
CMP-00340,DS-0340,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00341,DS-0341,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00342,DS-0342,contradictory_policy,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00343,DS-0343,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01, ESC-X-23."
CMP-00344,DS-0344,multi_issue,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00345,DS-0345,near_duplicate,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),medium,not run (no provider credit),false,TEC-SOP-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-011, repeat of CMP-00141."
CMP-00346,DS-0346,incomplete,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00347,DS-0347,vip_minor,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-020.
CMP-00348,DS-0348,simple,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),low,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-018.
CMP-00349,DS-0349,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00350,DS-0350,policy_exception,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),true,WAR-POL-03,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012, escalation rules ESC-POL-01."
CMP-00351,DS-0351,prompt_injection,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00352,DS-0352,emotional,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00353,DS-0353,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),medium,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-011.
CMP-00354,DS-0354,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),low,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-137.
CMP-00355,DS-0355,high_priority,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-016.
CMP-00356,DS-0356,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-141.
CMP-00357,DS-0357,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-021, escalation rules ESC-SAF-02."
CMP-00358,DS-0358,simple,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-185.
CMP-00359,DS-0359,high_priority,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-016.
CMP-00360,DS-0360,multi_issue,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-010, escalation rules ESC-SEC-01."
CMP-00361,DS-0361,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00362,DS-0362,vip_minor,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),low,not run (no provider credit),true,WAR-POL-03,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-121, escalation rules ESC-VIP-01."
CMP-00363,DS-0363,simple,Staff Behavior,not run (no provider credit),Staff Behavior,not run (no provider credit),Customer Relations,not run (no provider credit),medium,not run (no provider credit),false,REL-SOP-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-013.
CMP-00364,DS-0364,near_duplicate,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-004, repeat of CMP-00274."
CMP-00365,DS-0365,low_priority,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),low,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-121.
CMP-00366,DS-0366,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-158, escalation rules ESC-SAF-01, ESC-SAF-02, ESC-SAF-03."
CMP-00367,DS-0367,simple,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-007.
CMP-00368,DS-0368,unsupported_refund,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,CAN-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-014.
CMP-00369,DS-0369,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-021, escalation rules ESC-SAF-02."
CMP-00370,DS-0370,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-124.
CMP-00371,DS-0371,prompt_injection,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00372,DS-0372,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-019.
CMP-00373,DS-0373,prompt_injection,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00374,DS-0374,policy_exception,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),true,CAN-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-193, escalation rules ESC-POL-01."
CMP-00375,DS-0375,simple,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),medium,not run (no provider credit),false,SEC-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-017.
CMP-00376,DS-0376,simple,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-154.
CMP-00377,DS-0377,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-004.
CMP-00378,DS-0378,low_priority,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),low,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-121.
CMP-00379,DS-0379,policy_exception,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),low,not run (no provider credit),true,REF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-018, escalation rules ESC-POL-01."
CMP-00380,DS-0380,legal_threat,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),true,WAR-POL-03,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006, escalation rules ESC-LEG-01."
CMP-00381,DS-0381,incomplete,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-010, escalation rules ESC-SEC-01."
CMP-00382,DS-0382,simple,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00383,DS-0383,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-161, escalation rules ESC-SAF-01, ESC-SAF-05."
CMP-00384,DS-0384,policy_exception,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),true,WAR-POL-03,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012, escalation rules ESC-POL-01."
CMP-00385,DS-0385,multi_issue,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00386,DS-0386,legal_threat,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),true,WAR-POL-03,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-155, escalation rules ESC-LEG-01."
CMP-00387,DS-0387,unsupported_refund,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-122.
CMP-00388,DS-0388,simple,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00389,DS-0389,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),medium,not run (no provider credit),false,SEC-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-173.
CMP-00390,DS-0390,emotional,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00391,DS-0391,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-141.
CMP-00392,DS-0392,emotional,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00393,DS-0393,emotional,Staff Behavior,not run (no provider credit),Staff Behavior,not run (no provider credit),Customer Relations,not run (no provider credit),medium,not run (no provider credit),false,REL-SOP-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-013.
CMP-00394,DS-0394,near_duplicate,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-019, repeat of CMP-00251."
CMP-00395,DS-0395,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),medium,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-176.
CMP-00396,DS-0396,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01, ESC-SAF-05."
CMP-00397,DS-0397,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),medium,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-176.
CMP-00398,DS-0398,incomplete,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00399,DS-0399,simple,Staff Behavior,not run (no provider credit),Staff Behavior,not run (no provider credit),Customer Relations,not run (no provider credit),medium,not run (no provider credit),false,REL-SOP-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-013.
CMP-00400,DS-0400,ambiguous,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00401,DS-0401,unsupported_refund,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-122.
CMP-00402,DS-0402,privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-01, ESC-PRI-02."
CMP-00403,DS-0403,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-020.
CMP-00404,DS-0404,emotional,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00405,DS-0405,repeated,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123, escalation rules ESC-REP-01, repeat of CMP-00025, CMP-00079."
CMP-00406,DS-0406,privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-01, ESC-PRI-02."
CMP-00407,DS-0407,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-002.
CMP-00408,DS-0408,repeated,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123, escalation rules ESC-REP-01, repeat of CMP-00177, CMP-00235."
CMP-00409,DS-0409,repeated,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123, escalation rules ESC-REP-01, repeat of CMP-00251, CMP-00394."
CMP-00410,DS-0410,emotional,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00411,DS-0411,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00412,DS-0412,simple,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012.
CMP-00413,DS-0413,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00414,DS-0414,emotional,Staff Behavior,not run (no provider credit),Staff Behavior,not run (no provider credit),Customer Relations,not run (no provider credit),medium,not run (no provider credit),false,REL-SOP-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-013.
CMP-00415,DS-0415,simple,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),low,not run (no provider credit),false,SLA-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-015.
CMP-00416,DS-0416,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-016.
CMP-00417,DS-0417,high_priority,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),true,DEL-POL-04,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-002, escalation rules ESC-CRIT-01."
